text,toxic
"esse homem é um pecado ambulante tô falando 

",0.0
não podemos usar as duas tags no mesmo tweet se não vira spam então comente o nome dos integrantes com as hashtags  e de rt (rt vale como voto) ,0.0
" aqui ta 12 
achava que tava mais frio acho que como já passou do comecinho do inverno já me acostumei",0.0
eles sempre mostram a míseria em como tudo era um nojoa comparação deles de um esgoto e o século passado é a mesma,0.0
perdeu nada se livrou,0.0
hmkk eu toda,0.0
os cara só fala merda falando tô trabalhando na obra p paga pensão kkkkkkkkkkkkkkkkkk esses cara e foda,0.0
desse jeito kkkk teve e ainda vai ter gente que vai parar de me seguir por conta da minha opinião ,0.0
eu desisto dessa vida de fato zero condições de continuar e força eu já não tenhosó tô sobrevivendo mesmo,0.0
"
e vocês fazem com que nosso amor por vocês cresça cada vez mais ",0.0
" kkk poxa nega me humilha mais

mas na minha cidade as vezes mulher é vip ou eu divulgo então acabo nem pagando pra entrar mas essa é em sp",0.0
aiaimeu coração até dispara,0.0
estou só minha mãe mandando eu pegar sol na telha do vizinho kkkkk,0.0
 porém ninguém virará fiscal de saúde pública pq eu sou magra mas se eu fosse gorda e tivesse postando foto ia ter 80 pessoas enchendo meu saco ,0.0
vamos fugir de coisas óbvias além das curvas como bunda e peitoo que tu observa e acha sensual em uma mulher (to curiosa com a resposta de vocês) ,0.0
viários furos na orelha é lindo e só minha opinião importa ,0.0
   vai afundar juntonão peraacho que vai boiar merda não afunda,1.0
eu ouvindo as musica da marília mendonça,0.0
tamo de nove,0.0
20 real pra passar a sexta,0.0
ah e também precisou reafirmar que preciso colocar o horário da catraca no ponto o que venho fazendo há 2 meses,0.0
gente coisas que preciso urgente aprender na comida vegana molho e tortaseu n sei oq acontece que as receitas que vejo no youtube nao sao acessiveis,0.0
um44k grupo bom,0.0
cliente poxa minha consiga tá demorando de chegaro motoboy ,0.0
  se eu comi n lembro mas imaginando sei lá n parece ser mt bom kkkkkk,0.0
polícia racista de witzel assassina bebê de 1 mês e nega socorro o estado é responsável ,1.0
" icon sina (metadinha)
user now united 
bio noah 
localização todos os países 
fixado nenhum 
 ",0.0
sou a louca da farmácia se deixar eu quero levar tudo,0.0
   um cara que em 30 anos não fez nada de relevante não vai dar jeito no país nunca,0.0
 agora já to em casa,0.0
débora nascimento,0.0
 faço questão de ver de novo o vídeo originalentão vou dizer tudo que foi manipulado nesse vídeo de taekooka,0.0
 os trilhos são bons condutores para o início de uma jornada de sucesso e progresso para o paísparabéns  o seu apoio a ferrovia é motivação para nós da brado logística,0.0
 esse semana agr tá marcado pra gente beber e comer lá na minha casa falei com palominha tbm,0.0
   e eu a minha edição é a única mas parece ser paperbackn é bem feia mesmo essa está lindíssima,0.0
   “vai mudando de posiçãotic tic tic tic” kkkkkkkkkkkk foi mt engraçado,0.0
você me deixa fazer junto com você,0.0
sonhar com uma pessoa duas vezes seguidas na mesma noite significa o que,0.0
"galera
alguém sabe onde vende réplicas ou 2° linha de tênis em nova odessa
para bebê adolescente e adultograta",0.0
nada do que eu faço nunca ta bom pra ninguem,0.0
   o de antes tava bem melhor,0.0
nao devemos desejar o mal ao próximo mas quem envenena/maltrata os bixinhos tem que queima no inferno ,1.0
 eu vi que só tem time masculino nessa bagaça,0.0
gente como eu pego o video de um tweet que nao tem nada escrito no android,0.0
  eu q do risada de vc cuidado p n ser o novo bi rebaixado de sp hein,1.0
o batizado do alok ,0.0
minha vontade agora é tacar essa merda desse computador lá na puta que pariu,0.0
alan falando das minhas roupas curtas fi,0.0
 fiquei com medo de ngm entender ainda kkkkkk,0.0
eu sou super doido de alguém pq bloqueia até minhas amigas,0.0
ele vai pra casa do pai dois final de semana no mês ou seja fica lá 4 dias em um mês e os outros 26 dias sou eu cuidando dele sozinhae ainda querem abrir a porra da boca pra falar q eu não fiz filho sozinhanão fiz sozinha mas cuido dele sozinha,0.0
pérola do andré trigueiro agora no estúdio i globonews “a amazônia é dos brasileiros não é do governo brasileiro”que decadênciae ainda critica bolsonaro pela demissão do petista do inpe,0.0
brittany nunca havia sido presa nunca tinha ido para uma reabilitação e também não era muito festeirae nada foi mais estranho quando sua vida simplesmente parou no dia 20 de dezembro de 2009,0.0
o debate sobre tem se limitado à simplificação de impostos uma medida necessária mas que não é suficientehoje quem ganha menos paga mais impostosisso precisa mudar conheça as propostas da  ,0.0
" videoclipe do mc dkzin feat dj rd san
 baile mexicano
acessa o link do canal do youtube 
lancinho lança ative o sininho 
 da um like  comenta também e
 compartilha com os amigos 
pra fortalecer o amigo",0.0
"o gerente é petista
imagina se todo brasileiro usar essa desculpa pra não pagar por serviços",0.0
eu iria ficar um nojo rs ,0.0
como vou dizer não as drogas se ela nem perguntou nada af,0.0
aqui está a prova de mais um crime cometido pelo stfcom base num inquérito ilegal um ministro exige que juiz entregue dados que supostamente podem ser prejudiciais aos integrantes da corteusou o mesmo subterfúgio para barrar procedimento na receitaé o fim ,0.0
muita gente tóxica fingindo ser paz e luz,0.0
to feliz pq só vou dar as caras na escola na quarta feira hehe,0.0
vou fazer isso com a foto da raba da garota que eu gosto,1.0
ando bué rude e fria porque não tenho paciência para escrever nada ,0.0
hoje grande dia; a pf está na minha cidade itupeva sp para prender membros da quadrilha do ex prefeito petista por corrupção que sempre foi denunciado mas ignorado pelo mp local talvez aparelhado e que mandou me ameaçar difamar e matarsó agradeço lava jato e a deus,0.0
 enfim raquel dodge assim já vai poder sair da pgr menos c g da,0.0
nesta segundafeira (29) participei de um debate sobre a reforma da previdência com o deppedro uczai do pt promovida pelo dce da unoescjoaçabafoi incrível falar para jovens acadêmicos e defender minha posição a favor da reforma da previdência,0.0
pai me livra dos mal intencionados me ilumina daí de cima que aqui em baixo é só maldade,0.0
cocacola tá descendo igual água,0.0
muito mais do que interação presencial o compartilhamento de ideias e conhecimentos é fundamental em nosso espaçotrabalhamos de forma interativa discutindo projetos ouvindo o que as parceiras têm a dizer fazendo uma pausa para o café e sempre mantendo uma ótima relação ,0.0
 uma pergunta alguma das revistas tem competência para periciar algo,0.0
eu mesma acho q vc é um escroto,1.0
uma verdadeira diva nee,0.0
quero juntar meus amigos pra fazer uma resenha la ,0.0
 vem morar pra ca frio aqui é toda hora kk,0.0
  copo vem primeiro mano copo é o menos sujo,0.0
nao me apetece comer em casa,0.0
  aumentar o efetivo da é primordial diante à beira de um caos na segurança pública bms ao invés de estar cuidando da segurança da população fazendo custódia de presos em viaturas,0.0
"encaixar nos seus valores porque se fosse preocupação iam escutar o que os outros dizem e o que eles acham que funciona pra eles e o que eles querem pra vida deles ok 
não pode mudar 1 coisa na aparência que minha mãe já começa sair de perto batendo tudo as coisas fica chorando",0.0
saudades eu tenho é ensino fundamental que eu comia feijão tropeiro as 9 da manhã sem critério nenhum,0.0
“tinha tudo pra dar certo” hahahahaha os cara até na hora de se arrepender não economizam na vergonha alheia,0.0
 kkkkk que nada bgl eo treem papai kkkkk,0.0
só eu posso se fizerem do meu lado eu me irrito ,0.0
ah queria estar assim agora,0.0
 não fique com raiva faça melhor és,0.0
 kkkkkkkkkkkk suave você que manda mulher ,0.0
mais natural que respirar é deixar pra fazer as coisas em cima da hora,0.0
vá perguntem coisas ,0.0
"funkyy caraiiii olha esse som doido disgrasado ai o fdp me ve na pista da ecologic rino igual a disgrasa pensa porra esse cara ta doidao de md porra nhm eu nem uso essa merda carai olha isso pra q md se existe zenon records na ecologic 

",1.0
  duvidoooo amasso filho,0.0
 mas se quiser pode,0.0
pensando em comprar um maço de cigarro p fumar só pra aumentar meu clima depressivo pq que dia otimo namoral,0.0
 eu só não entendo como esse povo esperava algo bom desse governoum povo que nunca fez nada pelo povo que está a anos no poderdo nada ia resolver os problemas dos brasileiros como,0.0
eu não consigo esquecer do amigo ontem desbloqueando o telefone com o dedo do pé hahahahhahahha não diaaa deus me livre,0.0
"• sam wilson • 
 alpha eu faço tudo o que ele faz só que mais lentamente o melhor amigo que você poderia querer ele tem asas• bucky barnes • 
 alpha quem diabos é bucky 
 será que a gente poderia ter uma fazenda 
 só queria umas ameixas",0.0
oh 100or tira essa vontade de chamar o menino que eu gosto pra conversar sobre meus sentimentos pq eu sei que a humilhação vem,0.0
 comunista falando em dividir o povo kkk piada,0.0
toffoli acha urgente saber se verdevaldo está sendo investigado pela pf por causa de grampos ilegaiso mesmo toffoli que abriu o inquérito que censurou a  e me mandou com urgência para a pf por causa de um documento legalque bom que agora ele defende a imprensa,0.0
hoje eu entendo na pele oque as mãea solteiras passam eu cuido das minhas duas filhas durante a semana e vou te falar tiro o chapéu pra todas as mamães solteiras vocês são guerreiras ,0.0
que coisa maravilhosa assistir aos programas estação plural com o  esse aqui com as bahias (de as bahias e a cozinha mineira) está incrívelé de 2017não perca o clube do livro,0.0
"vcs estavam na época que tinha fandons de kpop que zuavam o bts por não ter daesangs e ficavam falando quer meus daesangs armys

pois bem kk agora o bts tem 26 daesangs sendo o grupo que mais tem pisando em todas as cabeças do satanás que ficava humilhando eles pra ter buzzkk",0.0
"eu emagreci pelo menos visualmente e drasticamente

deve ser pq n ando comendo hmkk saudável super vergonha de mim mesma a futura nutri",0.0
carlos eugenio com geneton 2012 via  mistério é aquilo que é tão grande que a nossa inteligência não abarcade modo que o mistério nós aceitamos e o enígma nós procuramos explicar(carlos barbosa),0.0
"não entendi direito a treta mas pelo visto

 a jade tá falando que a tal da carol anda traindo a menina tá falando que a jade tá inventando pra acabar com seu namoro com o mc rick

 o mc rick está tranquilo dando um tapa no cabelo ",0.0
 arrependida de postar pq agora tô com vontade não tenho dinheiro e fico vendo a foto,0.0
 valeu padrim tenho que pegar umas dica de realismo c vc,0.0
"como diz o próprio chorão 

cuidado com o destino ele brinca com as pessoas ",0.0
"vou pintar minhas unhas hoje
e passar base",0.0
me preparando psicologicamente e fisicamente pra passar o dia todo em natal amanhã no evento da digibound mas eu tô com esperança de que seja bom os minicursos e as palestras pelo menos são interessantes pra minha área,0.0
"só testando pra saber kkkk
 ",0.0
 apenas se beneficiando de um furto uma ovaé conivente se não for o patrocinador e mandante do furto com o agravante de que é receptador confesso e receptador é criminosorecepção dá cadeia,0.0
 será que vão mostrar ele comendo gente argh,1.0
mano eu tava pensando merda mas era só uma perna mds,0.0
 oh o reino desunido gosta mais das terras americanasvão muito de férias para lácácá aqueles que nem no reino desunido poderiam adquirir casas como aqui,0.0
to chocado com a beleza desse menino pena que não presta,0.0
 esse povo falando do shawn estão confundindo os canadenses só podemanda o print dele sendo racista e homofóbico como as surtadas tão falando,0.0
" 
 vergonha nacional
vergonha nacional
vergonha nacional",0.0
"
algum corno pra fazer a boa",0.0
ahhh que fofoooeu quero,0.0
é amanhã o grande dia a nossa escola agroecológica será inaugurada neste sábado às 8h30 em taquaruçu grande ,0.0
 você é um imbecil que deveria ser expulso da igreja católicapensamentos de ódio não cabem para alguém que se diz padre,1.0
esse é o famoso perna longavtnc ,1.0
eu tenho muito espírito de irmã mais velha com a giih memso quando vi q ela tava namorando fiquei voando de felicidade mas preparada pra atacar caso magoassem meu anjinho nem q fosse 0000001%,0.0
  eu descobri uns anos atrás que tem gente que ao invés de alucinógenos usa uma cartela de dramin funciona,0.0
pra vida isso galera,0.0
só não faço agora pqq teria que deixar de beber por um tempo,0.0
eu mando print pra namorada,0.0
assistindo pica pau na casa da minha best friend natali,0.0
estava tentando terminar complexo de cinderela por pdf pq o livro é velho e me da alergia mas af a cabeça dói demais lendo pelo celular,0.0
"        olá  gostaria de pedir na sua programação a musica lights do  obrigade jh

 bts",0.0
bando de sem vergonhas ,0.0
esta fase investiga o envolvimento de grupo empresarial do setor de bebidas em mais um esquema utilizado para corromper agentes públicos e políticossaiba mais ,0.0
mds do ceu como q pode ser tao sem noção,0.0
"achou mesmo que tinha acabado esse carnaanal todo dia tem uma atração diferente então se liga
open catuaba selvagem e nirvana gin
a cada uma hora essas bebidas serão alternadas no open do carnaanal
o que acontece no carnaanal fica no carnaanal 
 ",1.0
 parabéns faixa que deus te abençoe sempre,0.0
ziada ngm aqui em pouso alegre libera a casa pra uma pré do bailão pousalegrense n kkkkkkk dividimos lucro,0.0
o zenit a recordar o grande tempo que o malcom passou no roma hahahahah ,0.0
nesse grupo sou a única que n fuma maconha kkkkkkkkk n é possível,0.0
às vezes queremos que deus mude as coisas e resolva nossos problemas mas não queremos conversar com ele sobre achamos que deus tem que fazer simplesmente porque é pai e sabe da nossa necessidadedeus quer que nos relacionamos com ele nos acheguemos ele sente saudade,0.0
 queria saber como acharam os hackers se o ministro não entregou o celular pra perícia,0.0
  mais nao tinha falado ontem que não ia ser patrocinado nada que pudesse violar a moralidade da família brasileira ,0.0
"mulher que é mulher não discuti por homem quando a briga tá feia deixa pra quem passa fome 

",0.0
 vc está cada vez mais perdido se componha e relate sem partidarismo,0.0
 mano mas queres que te lembre que tinhas 70% da equipa titular que era daformação mano vai te foder desde quando é que diaby é melhor que matheus pereira daniel bragança é inferior ao eduardo lol,1.0
 essa prisão de “hackers” é uma cortina de fumaçaestão buscando bode expiatóriotem mais coisas por trás dessa prisãomas o queiroz não achamos jornalistas devem ficar atentoseles podem forjar uma delação dos hackers,0.0
minha conta antiga foi suspensa me sigam nessa and stream never really over ,0.0
ah dá licença que na sua timeline está passando um macho gostoso e maravilhoso pessoa mais admirável nessa poratambém conhecido como o amor da minha vida e meu consagrado kwjdkejdkekdke pqp eu amo esse garoto se foder mano aaaaaaaaaaaaaaaa ,0.0
se eu já me incomodo com meus 25 centavos de cabelo imagina c esse cabelo todo deus me livre kkkkkkk ,0.0
"nha no flamengo
filipe luís no flamengo 
daniel alves no são paulo
adriano no athleticopr

jogadores de impactojogadores de seleção e grandes clubes na europa mesmo com propostas pra permancerem por lá escolheram voltar ao brasilganha os clubes e o futebol brasileiro",0.0
os caras são doentes colocam lula e bostonaro em um vídeo de futebol,1.0
no tema livre desta sextafeira (02) o professor do instituto de cegos do recife artur mendonça conversa com patrícia breda sobre exposições acessíveis para pessoas com deficiênciaem rádio folha fm 967 ,0.0
 falou tudo,0.0
"olha aonde nós chegou valeu a pena esperar
ontem era apenas sonhos hoje podemos desfrutar",0.0
só quero tomar um vinhozinho com minha miga e chorar,0.0
como pode um cara desse n dar certo no barça né mas blz desejo so progresso nessa nova etapa,0.0
amigo é o que fica do seu lado quando tu mais precisava o resto é colega,0.0
dcm ao meio dia – acuados moro apela para “juristas evangélicos” e deltan desaparece das redes  ,0.0
 esquecem nada fazem por conveniênciasedenta pro karma vir comer o cu desse povo,1.0
 na indo bolsonaro veio muita água viva mas elas morrem fora d'água,0.0
o que foi esse último episódio de  aflitivo do começo ao fim esse hétero falando diversas vezes sobre estar com 5 gays e com esse divórcio mal explicadoaí resolvi pesquisar,0.0
 final da tarde tá pronta só colar einn kkkk,0.0
 priscila voce vai me pagar mano eu vou ficar chorando no seu ombro duas horas seguidas,0.0
"pra que colocar brinco na barriga pq não colocou na xereca

 minha avó 93 anos",1.0
"fav e eu te respondo

 arroba 
 primeira impressão não gosto
 o que odeio em você fazeres por os outros o que não faziam por ti 
 proximidade 0/10 9
 o que gosto em você confiança maneira de ser
 você é meu uma das minhas melhores amigas",0.0
 trair não pode pronto falei,0.0
segue o desmonte da naçãojá entregaram todo o sistema de distribuição de óleo e gás da petrobras que afeta a segurança nacionalonze empresas estrangeiras se inscreveram para o leilão do présale ainda falam em brasil acima de tudo eles são mercenários do capital,0.0
ela diz que o segredo de longevidade é que nunca casou e que depois do almoço gosta de dançar e jogar bingo107 anos que fofinha ,0.0
"
casa militar da governadoria completou 94 anos",0.0
nem toda a gente que tu queres bem querem te bem fica atento,0.0
eu realmente n sei o que tá acontecendo com o uber dessa cidade ,0.0
quer que goza na boquinha na hora do boquete,1.0
querendo chora sem motivo nenhum,0.0
 e nem sabem de nada logo eu que tenho um kit kat dentro de casa ,0.0
  mas fica devendo na marcaçãolateral não é só ser ofensivo,0.0
dia de deixar o cabelo na régua,0.0
"mas o salles mostrou que o deter está falho e o que vale sao os dados anuais

aqui está a analise de concordância entre o prodes (anual) e o deterb (diário) ",0.0
o encontro dos lacrados sempre tem algo pra acontecer e como sempre almoço saindo depois das 15h ,0.0
nat em quadra silêncio por favor,0.0
padrões estéticos como cortes de cabelo forma de vestir ou obrigatoriedade de uso de bonés ou boinas não podem ser exigidos dos alunos,0.0
iro certeza que quem ta mandando essas perguntas é teu próprio ex se fosse tu nem respondia mais — eu tava pensando o mesmo lkkkkkkkkkkkk ,0.0
 sim eu acho tu fica com a sua opinião e eu fico com a minha beleza,0.0
uma vez faltei aula por causa do cocielo,0.0
então eu vou mimar vc bastante,0.0
eu me honro não cabendo nos julgamentos dos outroseu escolho ser quem eu soume honro al no encajar en los juicios de los demáselijo ser quien soyi honor myself by not fitting in the judgments of othersi… ,0.0
 falou bem para o sr mesmoonde já se viu padre se comportar dessa maneira coisa feia,0.0
caralho faz meia hora que eu to rindo disso,0.0
 simm ele é muito famoso aqui mais lá fora nem tanto acho que se a aparição dele na série der certo a série solo vem,0.0
 quero ganhar essa camisa do leão,0.0
"brasil

temos que ir p/ as ruas mostrar nossa indignação exclusiva p/ com a suprema corte

unicamente contra esse antro desleal aos patriotas

eles querem biscoito 

porém ganharão é a população em massa nas ruas dizendo que repudiamos essa corte vergonhosa ",0.0
 d da conta,0.0
 kkkkkkk olha só,0.0
se tu parar de comer carne vai reduzir muito mais o impacto ambiental do que parando de usar canudo ou desligando a torneira/chuveiro pra passar sabão ,0.0
             feliz finde,0.0
    não teve outro jeito a não ser amadurecer meu raciocínio sobre o tema me peguei por várias vezes esmurrando minha própria cara pra tentar gerar algum efeito nela que a impedisse de prosseguir no início funcionou mas com o tempo nem meu rosto ensanguentado fazia diferença,0.0
se demolidor n voltar com a disney eu vou chorar pra sempre,0.0
eu sempre falo isso eu sou extremamente sensível à textura e consistência dos alimentos devido ao autismo o que me fez desenvolver transtorno alimentar restritivo evitativocarne é das poucas coisas que consigo comer e mesmo assim tem várias que não consigo ,0.0
“mina está lutando contra extrema ansiedade e insegurançanenhum diagnóstico foi concluído ainda mas estamos consultando profissionais para tal”,0.0
ansiosa por esse dia ,0.0
eu nao acredito q no momento q fui pro ponto de ônibus fazer esse rolê começou a chover e eu não tenho guarda chuva ,0.0
"se ele está falando do nosso  ele está falando de todos aqueles que ainda continuam firmes e fortes ao seu lado e de seus ministros
",0.0
 brasil sendo brasil,0.0
além de mau hálito contribui para perda óssea na que pode levar a queda de ,0.0
acabou o psicológico do brasil,0.0
vou pegar esse baile do gb dia 18 ,0.0
a gente aprende a não gostar de homem com o nosso pai,0.0
por que chegar e sair da barra é sempre um sacrifício pqp 10 minutos sempre viram 40 minutos,0.0
  seedorf deve ter jogado na bolívia então,0.0
 coe mano maior curiosidade papo reto ,0.0
operação rockcity da lava jato revela q o  lavou 329 milhões da  espia as imagens divulgadas pela pf,0.0
" amizade linda e assim em todos os momentos apoiando uma outra pauriany lindo e maravilhoso
paulinha na fab",0.0
"boaa noiteeepronto pra ser abduzido então vem cmg video copa corote ta muitooo brabooo

da likee por favor e manda pros amigos conto cm vc ",0.0
será que stf só leva em conta o estado democrático de direito para os bandidos a conferir ,0.0
 andre gado dando corda em cada narrativa criada contra o governo nos últimos meses e depois sutilmente voltando atrás quando não cola ja virou regrasuas histórias ja estão se adaptando ao novo publico não tarda a assumir e nos culparobviamente a culpa é dos mavs,0.0
     kkkkkkkkkkkk nada a declarar,0.0
prioridades né mores,0.0
 quais são as outras plataformas,0.0
"   greenwald committed a crime for violating 18 us code 798disclosure of classified informationpor isso fugiu para o brasil resumindo ele tentou destruir o próprio país mas como nao conseguiu resolveu destruir o nosso 
",0.0
 aqui o que eles estavam planejando e preparando terreno,0.0
   perfeição em forma de humano ,0.0
a pior imagem da terça feira ,0.0
uma fanfic incrivelcom uma escrita perfeitaque me fez chorarrir e me apaixonar de novo por larry ,0.0
 seu bandido sua casa caiu,1.0
já estou farta de ser amiga de toda gente é só levar facadas nas costas,0.0
whindy teve a capacidade de dizer que coca cola é ruim manosó matando um ser desse ,0.0
" amiga somos gêmeas até apelido temos igual
como que faz",0.0
o promotor é só um homem deus é o juiz,0.0
"por mais que eu apelido seobaby tenha sido eternizado é apenas uma forma carinhosa de nos referirmos a essa mulher forte e batalhadoraé claro talentosíssimaseu sonho era influenciar uma geração de garotas e depois dedicarse à atuaçãoe você conseguiu

 ",0.0
 real eu mandei esse bagulho pro meu pai de santo ele estava falando sobre moral e ética na segundafeiratem muito haver com oque você disse,0.0
  tá difícil elogiar o bolsonaro ele só faz e fala merda ,1.0
vem de que a gente aposta todas as nossas fichas de quem a gente menos espera e de quem a gente pensa que ia ser diferente mas na verdade não foi,0.0
  ahahah viu como o presidente foi recebido na bahia não sei porque o público gritava mito mito mitomas segundo o datafolha o atual presidente do brasil é o poste e marmita de presidiário vulgo haddad,1.0
não vi o vídeo dando rt pra ver dps,0.0
quando dá prejuízo n pode vender pq tem q esperar valorizar quando valoriza n pode vender pq da lucro,0.0
 exatamente esta a anosluznem se marcos rocha jogar até os 90 anos ele chega a 10% do que o dani alves joga ou conquista oq ele conquistou,0.0
 ela troca orasdaí vcs economizam dinheiroe não deve ser pouco,0.0
dúvida eu ficar batendo cabeça só pq o meu boy curti foto de outra mulher ou então seguenão estou ligando pra nada mores do mesmo jeito que ele curte de outras outros homens também curte minha e me seguevento que venta lá venta aqui fortíssimoparem de maluquice,0.0
cês começaram a mamar o cara agora ele virou essa criatura chata que quer dar palpite sobre tudo cês tão felizes,1.0
"você eh fraco stuart liro lhe falta 
lepto
lepisto
lesoto
lepecto
a doença do rato ",0.0
 ou marromdependendo da situação,0.0
eu só quero dizer que eu amo esse filme com todas as minhas forças desde a primeira vez que vi em 2015 obrigada disney por nos dar uma trilogia incrível com atores diretores e todos os envolvidos incríveis ,0.0
  perdeu a chance de calar a boquita kkkk,0.0
&gt; eua e rússia rompem tratado sobre mísseis nucleares ,0.0
 isso é só pra quem tem planejamento na vida não é o seu caso querido,0.0
o app do twitter dá raivavc tá vendo um tuite e de repente a timeline atualiza e vc perde o que tava vendopreferia a versão web pq não tinha disso agora levaram essa mesma porcaria de comportamento pra láalguém sabe como desabilitar essa atualização automática na timeline,0.0
 cadê o capitão esperando ele pra ver a parada da lona ,0.0
 saudades do chinaassisti muito seus comentários nos tempos do esporte totalvai com deus juarez,0.0
 essa água do tietê deve conter alucinógenos,0.0
"atenção seguidores de brasília chamada para hoje 2 de agosto em frente ao stf as 18 horasa manifestação frente ao stf hoje será transmitida pelas páginas
os movimentos reunidos em brasília 
em apoio a
cpi da toga e impeachment de dias toffoli",0.0
 mas não vivo sem usar uma zulive,0.0
eu fico impressionada de como eu conto da minha vida para os meus amigos e ainda tem histórias que eles não sabiam,0.0
 nossa padre  que palavras fortes as tuasaprendo muito com o srbelo ensinamento o seu,0.0
   quando um jornalista fica martelando o que foi dito por outro jornalista esta na hora de mudar de profissão,0.0
eu digo código de barras e a pessoa me vem com uma dessa,0.0
linda minha mamãe ,0.0
 nem parece aquela pequena que eu e a thayene ia pega pra passar o dia com agente tu cresceu muito ,0.0
 cento e dois,0.0
  obrigado mano teu futuro genro ,0.0
 vamos aguardar o laudo do instituto nacional de criminalística da polícia federaltem muito material a ser examinado muitas trocas de mensagens muitas transferências financeiras muitas maracutaias,0.0
antes a moda era virar youtuber agr a moda é virar dj ,0.0
 oi ramon boa tarde tudo bem fala com a gente no privado que vamos verificar pra vc^^,0.0
muito eu vsf ,0.0
mmkkkkkkkkk olha a bunda dessa mulher gente,1.0
vou aproveitar o resto de sexta feira que a metade eu já pedir kkkk,0.0
mais uma noite pela frente sigaaaaaaaaaa,0.0
falta duas pessoas aaa,0.0
kkkkkkkkk engraçado como eu tenho o dom de desgraçar tudo,0.0
"li
sobre camas desarrumadas 
e a incessante 
busca pela perfeição
ela acorda se ajeita
pra passar o dia
fazendo a mesma coisa
numa rotina desgastante
que nem ela mesma entende 
perguntam se ela não se cansa
pessoas não a deixam em paz
faz tempo que não lava os lençóis",0.0
vou comprar um exemplar para colocar lá no banheiro da rodoviária caso acabei o papel higiênico,0.0
"13 anos e fumam ganza credo eu acho que estas crianças nao têm noção das coisas mesmo

o meu primo tem 13 anos e eu tratoo como a criança de 5 que conheço tipo",0.0
"estudar
sair de casa
ser útil 
dormir",0.0
 não mexa com o véi não ele é idoso e tem problemas de incontinência urinária e flatulências,1.0
 cuidado com as voltas que o mundo dá,0.0
comprei plástico bolha pra embalar umas coisas e as bolhas tem formato de coração ,0.0
"   tá tão preocupada pq marmita
",0.0
  aaaaa entendi mt obg amigo,0.0
 275 de miopia no direito e 35 no esquerdo 25 de astigmatismo nos dois,0.0
vai doer mas eu vou ter que dizer nãooo,0.0
mano q porra é essa se fosse alguma coisa minha eu já metia o tapa e pediria respeito ai ai ehmole,1.0
nd vai da errado pois dia de sexta nada da errado só da certo ,0.0
" dsdjsdhjsd eu ja dropei quase todos da temporada 
o unico que manti foi dr stone pq to sentindo que vai ser anime grande mas esse em questao nem ta me prendendo totalmente
o resto vou esperar acabar e assisot de ver",0.0
desgraçado kkkkkkkkkk,0.0
 um hacker invadiu tem celular e postou isso né,0.0
"[02/08/2019 142553] gb almoçando fazendo dinheiro
 [02/08/2019 142622] allan tu tá parecendo um mecânico
 [02/08/2019 142632] allan regatinha de cerveja
 [02/08/2019 142639] allan barba por fazer
 [02/08/2019 142715] allan e ganhando dinheiro de devedores",0.0
 melhor foto,0.0
na hora de ajuda qm ta no fundo do poço ngm ta nem ai dai eh so fala q vc num tem 1 amigo de vdd q renasce das cinzas p te cobra,0.0
"gostaria de agradecer a todos os q me seguem é muito bom saber que tem pessoas patriotas no país e são muitasachei q não iria tão longe em número de seguidores mais estou chegando em um número preocupante


espero que quando chegar nele eu saia rápido",0.0
no começo estava uma merda e no final parecia que estava no começo,0.0
gente olha essa legenda olha essa legenda ,0.0
 ficou massa ,0.0
o que falta pro wagner pires sair do cruzeiro,0.0
 melhor esse do que nada ,0.0
 desestressa escolher tudo do seu jeito eu faço e refaço os projetos mulher que gosta dessas coisas mesmo homem nesses ajustes só passa raiva tudo muito simples,0.0
" a diferença é que o athletico já conseguiu algo um dia 

boa tarde",0.0
sou feio mas sou puto hehehe ,0.0
lugar de paz ,0.0
ultimamente e minha esposa que está me dando dinheiroskkkkkk,0.0
saudades desse front tava pesado demais ,0.0
vai se foder eu vou chorar,0.0
"auto chess é muito viciante
primeira vez em anos que vicio em algum jogo mobile",0.0
  meu bolo do ano passado deveria ter sido assim kkkkkkkkk,0.0
eu sinceramente não sei oq vai acontecer nessa oficina até o final do trimestre kkkkkkkkkkkk,0.0
 puts é sempre bom olhar a tradução da tag antes de soltar uma gafe dessas,0.0
cuidado com quem chega e leva a sua alegría emboraseu amor é para todos mas a sua intimidade e para poucosas vezes é preciso deixar de lado a voz do coraçao e ouvir mais o senhorse liberte de amizades relacinamentos negocios que tiram a sua paz,0.0
 família tradicional brasileira,0.0
"vamos ajudar na votação
comentem a foto preferida de vocês da heyoon com um ou mais membros do now united
lembrando que rt conta voto bebês
não esqueçam de usar as hashtags 
 ",0.0
   não existe fundo do poço no brasa,0.0
  mano acho que vou entrar no procon ou com processo pq isso é fazer o consumidor de otário paguei caro pra ele ficar mais no concerto do q comigo pqp,0.0
jun tá em todo lugar senhor kkkkkkkk,0.0
 preocupanteo moro continua e chefiando a pf só van e nessa distopia que estamos vivendocuidemse e protejamse,0.0
não importa onde você nasceu ou quem são seus pais o seu futuro só você pode construir você não escolhe em qual família vai nascer mas pode criar sua própria família com os amigos que você escolher é a prova de que você é dono da sua própria vida ,0.0
meus sinceros parabéns pra vc que está no 3º do médio e está estudando pro vestibular pq eu mesma só a própria decepção,0.0
quem te perdeu talvez nunca admita mas sabe sim seu valor e a falta que você faz,0.0
